DPP,-0.3968920927327839
ARX,0.16749461352924144
QSY,-0.7442634799814054
OQW,0.40841294730369837
BJU,-0.11972546942757312
GPW,0.3385388341817408
ANY,-0.19931788700911324
CIN,0.0844902856572396
QYY,-0.6602800406328988
HVV,0.6391097661781207
FOS,0.44462398570428263
MRX,-0.5512854215101235
EJL,-0.5351055037070152
CKO,-0.5419151888521709
QQT,-0.6996408654421435
BHI,0.10594709249370271
FHJ,-0.6178759973314987
BEK,-0.11510876836113626
IIW,-0.689471262821717
CMZ,0.15580134777201593
KKS,-0.872351953899343
HMW,0.6423391229790296
ACN,-0.31520627160858883
BUX,-0.7996973469108062
BPY,-0.0027895179020029914
HYZ,0.7997797157072362
AGK,0.04432576345035022
QUU,0.2365357027646353
AHS,0.4771054033293858
