BIO,0.6108423345012366
ACI,0.5830749446462538
DFK,0.6417999709169564
JKK,0.38174154318815723
GLT,0.5159236183977021
CGW,0.5594963293613593
HHO,0.5026928553104852
DHL,-0.21584009931059112
FMO,-0.6051173805477117
HRU,0.9402617447639416
JUX,-0.48737971314945683
BCI,0.9607501584593137
BBZ,-0.7956315771025961
EJJ,0.6539489057113663
DGY,-0.5769640364983359
BDH,0.661896299139312
ERX,-0.8616303906147145
FVW,0.7334059582536483
HOX,-0.16327314478262855
GKW,0.8496497473452438
BCO,0.2845586594281875
KKP,0.03272629319290066
DOS,0.13448111141649544
FOO,0.07291127592936375
GVX,-0.726460126441818
DWW,0.3431366514444292
FIT,-0.6425657864264676
DDE,0.6763509908368974
CJS,-0.8741860774988106
QWZ,0.9088017611396544
COY,-0.7020826977312846
ORT,-0.6890535581095845
IMX,-0.8598224722763295
DPV,-0.7003689929578734
IQV,0.14798740761754603
EHY,-0.286192156730831
NTX,0.8676799762719272
BLZ,-0.26734567805348974
HHN,0.852282756642148
BBX,-0.8828651859923482
GKN,-0.5601200524377226
TXY,0.68535602345583
IRS,-0.6726538515170055
PPQ,-0.4794949230994323
EGJ,-0.2575652237710431
HZZ,0.16839693886204454
INV,-0.21537777585391926
AQW,-0.4636538022874217
BOR,-0.02611164711070324
IPP,0.06371817397401158
BDP,0.9248205492176627
DUX,0.3519092310405265
EJT,-0.6156535077859209
HJQ,0.5226605520255985
EJV,0.9622835373166174
DEE,-0.6985697123309877
DMT,-0.6754963794571982
QUZ,-0.7706380251423093
NYY,-0.41847706060504697
KPR,0.3919484369486861
TWW,-0.33444630700366673
CNW,-0.8090867688970393
IKU,0.2598037395075481
FIU,0.5502764192173843
BFG,-0.18991701943352535
AMX,0.33363389944367716
MNT,0.178062245273509
OZZ,0.2872880271889289
XXZ,-0.15623572797907914
HKO,-0.045801031513102775
BMN,0.6298992152399885
HPZ,0.174244009509666
YZZ,-0.8114237937501523
AAE,-0.9402925909134068
AMV,0.022503235965128043
EGV,0.08931964730276154
JOV,0.6323361755886292
KMX,0.4608736443892134
GIL,-0.5492341631838853
NSY,0.5871940842841206
AHL,0.25823124776457784
IPV,-0.5334580348793361
MUV,0.03174678637085737
KNO,-0.5199446814780717
KST,0.4434457417543891
KKU,-0.39626891837589073
HLQ,-0.006511152782203489
EPZ,0.7963925637730043
DDS,0.974722769227983
JQR,0.915797308088447
LMY,0.5409327932333958
ATZ,-0.7275934703782112
IVV,-0.06410580080246842
JMO,0.9365710335217736
BMY,-0.29398081610158466
NUX,-0.6810069028206267
