QYY,0.6331665720128078
JOT,0.42618871796647706
BEK,0.6339461196456375
INU,-0.14948307874455785
JYZ,0.03615342612922023
HOY,0.38933829702873896
MRZ,-0.7711078255501493
BJU,0.30738355147206853
GOX,0.193269471188178
GUV,0.36633807638636207
ETX,0.29647741018477297
HMW,-0.1894943240560412
GMU,-0.8916433543128252
QUU,0.37673025237215657
HUU,-0.4342009264758946
IJZ,0.1553794050700453
NRZ,0.44422556952944803
CJN,-0.31149410499707164
FOS,-0.21756040700900978
FHJ,0.3181059481749005
HVV,-0.5956144915804868
QSY,-0.6113461651977494
CQQ,0.2779674692083723
NTZ,-0.27470144325240875
GPW,0.16715411956030357
VXZ,0.19849095451261828
AHH,-0.012666582466472181
CNY,0.21527821065511965
CKO,0.3579617849233941
ELT,0.5794969974204456
HNZ,0.3201249602495618
MQW,-0.11691399797909276
CJM,0.5234592781580257
HYZ,-0.5486746542554691
LLQ,-0.36501460854995
ANY,-0.4012846282159074
FLZ,-0.3356809524160968
BOZ,0.24497108586330088
MRU,-0.3565837202186039
EGO,-0.2404049264286354
CKS,-0.5553184965753369
AFW,0.1318167300562854
JWX,-0.7047046807980185
ABO,-0.20123898557164635
AET,-0.029387501624160213
MRX,-0.508152135617644
QQT,-0.3729080853287285
QWZ,-0.11980447626416378
JUX,-0.2541733800938446
IOX,0.19426211711707464
FII,-0.11518033825952535
OQW,0.2386314733662891
BBV,-0.5678985327182913
HJY,-0.5326182911875909
AHS,-0.09920025808453566
AGK,0.17047068216803465
EHM,0.035587084342151194
DQY,-0.39667446340623375
BUX,-0.5268617879432002
IIZ,0.5399707347374374
GGQ,0.548568143889105
ACN,-0.1284942694650255
EHK,-0.4859908182752459
HMR,-0.1235893861155424
KKS,-0.40719050844214033
